24111000	0	
24111001	1	
24111002	2	
24111003	3	
24111004	4	
24111005	5	
24111006	6	
24111007	7	
24111008	8	
24111009	9	
24111010	10	
24111011	11	
24111012	12	
24111013	13	
24111014	14	
24111015	15	
24111016	16	
24111017	17	
24111018	18	
24111019	19	
24111020	20	
24111021	21	
24111022	22	
24111023	23	
24111024	24	
24111025	25	
24111026	26	
24111027	27	
24111028	28	
24111029	29	
24111030	30	
24111031	31	
24111032	32	
24111033	33	
24111034	34	
24111035	35	
24111036	36	
24111037	37	
24111038	38	
24111039	39	
24111040	40	
24111041	41	
24111042	42	
24111043	43	
24111044	44	
24111045	45	
24111046	46	
24111047	47	
24111048	48	
24111049	49	
24111050	50	
24111051	51	
24111052	52	
24111053	53	
24111054	54	
24111055	55	
24111056	56	
24111057	57	
24111058	58	
24111059	59	
24111060	60	
24111061	61	
24111062	62	
24111063	63	
24111064	64	
24111065	65	
24111066	66	
24111067	67	
24111068	68	
24111069	69	
24111070	70	
24111071	71	
24111072	72	
24111073	73	
24111074	74	
24111075	75	
24112000	76	
24112001	77	
24112002	78	
24112003	79	
24112004	80	
24112005	81	
24112006	82	
24112007	83	
24112008	84	
24112009	85	
24112010	86	
24112011	87	
24112012	88	
24112013	89	
24112014	90	
24112015	91	
24112016	92	
24112017	93	
24112018	94	
24112019	95	
24112020	96	
24112021	97	
24112022	98	
24112023	99	
24112024	100	
24112025	101	
24112026	102	
24112027	103	
24112028	104	
24112029	105	
24112030	106	
24112031	107	
24112032	108	
24112033	109	
24112034	110	
24112035	111	
24112036	112	
24112037	113	
24112038	114	
24112039	115	
24112040	116	
24112041	117	
24112042	118	
24112043	119	
24112044	120	
24112045	121	
24112046	122	
24112047	123	
24112048	124	
24112049	125	
24112050	126	
24112051	127	
24112052	128	
24112053	129	
24112054	130	
24112055	131	
24112056	132	
24112057	133	
24112058	134	
24112059	135	
24112060	136	
24112061	137	
24112062	138	
24112063	139	
24112064	140	
24112065	141	
24112066	142	
24112067	143	
24112068	144	
24112069	145	
24112070	146	
24112071	147	
24112072	148	
24112073	149	
24112074	150	
24112075	151	
24113000	152	
24113001	153	
24113002	154	
24113003	155	
24113004	156	
24113005	157	
24113006	158	
24113007	159	
24113008	160	
24113009	161	
24113010	162	
24113011	163	
24113012	164	
24113013	165	
24113014	166	
24113015	167	
24113016	168	
24113017	169	
24113018	170	
24113019	171	
24113020	172	
24113021	173	
24113022	174	
24113023	175	
24113024	176	
24113025	177	
24113026	178	
24113027	179	
24113028	180	
24113029	181	
24113030	182	
24113031	183	
24113032	184	
24113033	185	
24113034	186	
24113035	187	
24113036	188	
24113037	189	
24113038	190	
24113039	191	
24113040	192	
24113041	193	
24113042	194	
24113043	195	
24113044	196	
24113045	197	
24113046	198	
24113047	199	
24113048	200	
24113049	201	
24113050	202	
24113051	203	
24113052	204	
24113053	205	
24113054	206	
24113055	207	
24113056	208	
24113057	209	
24113058	210	
24113059	211	
24113060	212	
24113061	213	
24113062	214	
24113063	215	
24113064	216	
24113065	217	
24113066	218	
24113067	219	
24113068	220	
24113069	221	
24113070	222	
24113071	223	
24113072	224	
24113073	225	
24113074	226	
24113075	227	
24121000	228	
24121001	229	
24121002	230	
24121003	231	
24121004	232	
24121005	233	
24121006	234	
24121007	235	
24121008	236	
24121009	237	
24121010	238	
24121011	239	
24121012	240	
24121013	241	
24121014	242	
24121015	243	
24121016	244	
24121017	245	
24121018	246	
24121019	247	
24121020	248	
24121021	249	
24121022	250	
24121023	251	
24121024	252	
24121025	253	
24121026	254	
24121027	255	
24121028	256	
24121029	257	
24121030	258	
24121031	259	
24121032	260	
24121033	261	
24121034	262	
24121035	263	
24121036	264	
24121037	265	
24121038	266	
24121039	267	
24121040	268	
24121041	269	
24121042	270	
24121043	271	
24121044	272	
24121045	273	
24121046	274	
24121047	275	
24121048	276	
24121049	277	
24121050	278	
24121051	279	
24121052	280	
24121053	281	
24121054	282	
24121055	283	
24121056	284	
24121057	285	
24121058	286	
24121059	287	
24121060	288	
24121061	289	
24121062	290	
24121063	291	
24121064	292	
24121065	293	
24121066	294	
24121067	295	
24121068	296	
24121069	297	
24121070	298	
24121071	299	
24121072	300	
24121073	301	
24121074	302	
24121075	303	
24122000	304	
24122001	305	
24122002	306	
24122003	307	
24122004	308	
24122005	309	
24122006	310	
24122007	311	
24122008	312	
24122009	313	
24122010	314	
