97	0	100
101	1	88
88	0	101
101	0	102
102	1	101
101	0	103
103	1	101
101	0	104
104	1	101
102	1	101
101	0	102
103	1	101
101	0	103
104	1	101
101	0	104
105	1	0
0	0	105
105	0	106
106	1	105
105	0	123
123	1	105
105	0	140
140	1	105
106	1	105
105	0	106
106	0	107
107	1	106
106	0	111
111	1	106
106	0	115
115	1	106
106	0	119
119	1	106
107	1	106
106	0	107
107	0	108
108	1	107
107	0	109
109	1	107
107	0	110
110	1	107
108	1	107
107	0	108
109	1	107
107	0	109
110	1	107
107	0	110
111	1	106
106	0	111
111	0	112
112	1	111
111	0	113
113	1	111
111	0	114
114	1	111
112	1	111
111	0	112
113	1	111
111	0	113
114	1	111
111	0	114
115	1	106
106	0	115
115	0	116
116	1	115
115	0	117
117	1	115
115	0	118
118	1	115
116	1	115
115	0	116
117	1	115
115	0	117
118	1	115
115	0	118
119	1	106
106	0	119
119	0	120
120	1	119
119	0	121
121	1	119
119	0	122
122	1	119
120	1	119
119	0	120
121	1	119
119	0	121
122	1	119
119	0	122
123	1	105
105	0	123
123	0	124
124	1	123
123	0	128
128	1	123
123	0	132
132	1	123
123	0	136
136	1	123
124	1	123
123	0	124
124	0	125
125	1	124
124	0	126
126	1	124
124	0	127
127	1	124
125	1	124
124	0	125
126	1	124
124	0	126
127	1	124
124	0	127
128	1	123
123	0	128
128	0	129
129	1	128
128	0	130
130	1	128
128	0	131
131	1	128
129	1	128
128	0	129
130	1	128
128	0	130
131	1	128
128	0	131
132	1	123
123	0	132
132	0	133
133	1	132
132	0	134
134	1	132
132	0	135
135	1	132
133	1	132
132	0	133
134	1	132
132	0	134
135	1	132
132	0	135
136	1	123
123	0	136
136	0	137
137	1	136
136	0	138
138	1	136
136	0	139
139	1	136
137	1	136
136	0	137
138	1	136
136	0	138
139	1	136
136	0	139
140	1	105
105	0	140
140	0	141
141	1	140
140	0	145
145	1	140
140	0	149
149	1	140
140	0	153
153	1	140
141	1	140
140	0	141
141	0	142
142	1	141
141	0	143
143	1	141
141	0	144
144	1	141
142	1	141
141	0	142
143	1	141
141	0	143
144	1	141
141	0	144
145	1	140
140	0	145
145	0	146
146	1	145
145	0	147
147	1	145
145	0	148
148	1	145
146	1	145
145	0	146
147	1	145
145	0	147
148	1	145
145	0	148
149	1	140
140	0	149
149	0	150
150	1	149
149	0	151
151	1	149
149	0	152
152	1	149
150	1	149
149	0	150
151	1	149
149	0	151
152	1	149
149	0	152
153	1	140
140	0	153
153	0	154
154	1	153
153	0	155
155	1	153
153	0	156
156	1	153
154	1	153
153	0	154
155	1	153
153	0	155
156	1	153
153	0	156
157	0	158
158	1	157
157	0	210
210	1	157
157	0	262
262	1	157
158	1	157
157	0	158
158	0	159
159	1	158
158	0	176
176	1	158
158	0	193
193	1	158
159	1	158
158	0	159
159	0	160
160	1	159
159	0	164
164	1	159
159	0	168
168	1	159
159	0	172
172	1	159
160	1	159
159	0	160
160	0	161
161	1	160
160	0	162
162	1	160
160	0	163
163	1	160
161	1	160
160	0	161
162	1	160
160	0	162
163	1	160
160	0	163
164	1	159
159	0	164
164	0	165
165	1	164
164	0	166
166	1	164
164	0	167
167	1	164
165	1	164
164	0	165
166	1	164
164	0	166
167	1	164
164	0	167
168	1	159
159	0	168
168	0	169
169	1	168
168	0	170
170	1	168
168	0	171
171	1	168
169	1	168
168	0	169
170	1	168
168	0	170
171	1	168
168	0	171
172	1	159
159	0	172
172	0	173
173	1	172
172	0	174
174	1	172
172	0	175
175	1	172
173	1	172
172	0	173
174	1	172
172	0	174
175	1	172
172	0	175
176	1	158
158	0	176
176	0	177
177	1	176
176	0	181
181	1	176
176	0	185
185	1	176
176	0	189
189	1	176
177	1	176
176	0	177
177	0	178
178	1	177
177	0	179
179	1	177
177	0	180
180	1	177
178	1	177
177	0	178
179	1	177
177	0	179
180	1	177
177	0	180
181	1	176
176	0	181
181	0	182
182	1	181
181	0	183
183	1	181
181	0	184
184	1	181
182	1	181
181	0	182
183	1	181
181	0	183
184	1	181
181	0	184
185	1	176
176	0	185
185	0	186
186	1	185
185	0	187
187	1	185
185	0	188
188	1	185
186	1	185
185	0	186
187	1	185
185	0	187
188	1	185
185	0	188
189	1	176
176	0	189
189	0	190
190	1	189
189	0	191
191	1	189
189	0	192
192	1	189
190	1	189
189	0	190
191	1	189
189	0	191
192	1	189
189	0	192
193	1	158
158	0	193
193	0	194
194	1	193
193	0	198
198	1	193
193	0	202
202	1	193
193	0	206
206	1	193
194	1	193
193	0	194
194	0	195
195	1	194
194	0	196
196	1	194
194	0	197
197	1	194
195	1	194
194	0	195
196	1	194
194	0	196
197	1	194
194	0	197
198	1	193
193	0	198
198	0	199
199	1	198
198	0	200
200	1	198
198	0	201
201	1	198
199	1	198
198	0	199
200	1	198
198	0	200
201	1	198
198	0	201
202	1	193
193	0	202
202	0	203
203	1	202
202	0	204
204	1	202
202	0	205
205	1	202
203	1	202
202	0	203
204	1	202
202	0	204
205	1	202
202	0	205
206	1	193
193	0	206
206	0	207
207	1	206
206	0	208
208	1	206
206	0	209
209	1	206
207	1	206
206	0	207
208	1	206
206	0	208
209	1	206
206	0	209
210	1	157
157	0	210
210	0	211
211	1	210
210	0	228
228	1	210
210	0	245
245	1	210
211	1	210
210	0	211
211	0	212
212	1	211
211	0	216
216	1	211
211	0	220
220	1	211
211	0	224
224	1	211
212	1	211
211	0	212
212	0	213
213	1	212
212	0	214
214	1	212
212	0	215
215	1	212
213	1	212
212	0	213
214	1	212
212	0	214
215	1	212
212	0	215
216	1	211
211	0	216
216	0	217
217	1	216
216	0	218
218	1	216
216	0	219
219	1	216
217	1	216
216	0	217
218	1	216
216	0	218
219	1	216
216	0	219
220	1	211
211	0	220
220	0	221
221	1	220
220	0	222
222	1	220
220	0	223
223	1	220
221	1	220
220	0	221
222	1	220
220	0	222
223	1	220
220	0	223
224	1	211
211	0	224
224	0	225
225	1	224
224	0	226
226	1	224
224	0	227
227	1	224
225	1	224
224	0	225
226	1	224
224	0	226
227	1	224
224	0	227
228	1	210
210	0	228
228	0	229
229	1	228
228	0	233
233	1	228
228	0	237
237	1	228
228	0	241
241	1	228
229	1	228
228	0	229
229	0	230
230	1	229
229	0	231
231	1	229
229	0	232
232	1	229
230	1	229
229	0	230
231	1	229
229	0	231
232	1	229
229	0	232
233	1	228
228	0	233
233	0	234
234	1	233
233	0	235
235	1	233
233	0	236
236	1	233
234	1	233
233	0	234
235	1	233
233	0	235
236	1	233
233	0	236
237	1	228
228	0	237
237	0	238
238	1	237
237	0	239
239	1	237
237	0	240
240	1	237
238	1	237
237	0	238
239	1	237
237	0	239
240	1	237
237	0	240
241	1	228
228	0	241
241	0	242
242	1	241
241	0	243
243	1	241
241	0	244
244	1	241
242	1	241
241	0	242
243	1	241
241	0	243
244	1	241
241	0	244
245	1	210
210	0	245
245	0	246
246	1	245
245	0	250
250	1	245
245	0	254
254	1	245
245	0	258
258	1	245
246	1	245
245	0	246
246	0	247
247	1	246
246	0	248
248	1	246
246	0	249
249	1	246
247	1	246
246	0	247
248	1	246
246	0	248
249	1	246
246	0	249
250	1	245
245	0	250
250	0	251
251	1	250
250	0	252
252	1	250
250	0	253
253	1	250
251	1	250
250	0	251
252	1	250
250	0	252
253	1	250
250	0	253
254	1	245
245	0	254
254	0	255
255	1	254
254	0	256
256	1	254
254	0	257
257	1	254
255	1	254
254	0	255
256	1	254
254	0	256
257	1	254
254	0	257
258	1	245
245	0	258
258	0	259
259	1	258
258	0	260
260	1	258
258	0	261
261	1	258
259	1	258
258	0	259
260	1	258
258	0	260
261	1	258
258	0	261
262	1	157
157	0	262
262	0	263
263	1	262
262	0	280
280	1	262
262	0	297
297	1	262
263	1	262
262	0	263
263	0	264
264	1	263
263	0	268
268	1	263
263	0	272
272	1	263
263	0	276
276	1	263
264	1	263
263	0	264
264	0	265
265	1	264
264	0	266
266	1	264
264	0	267
267	1	264
265	1	264
264	0	265
266	1	264
264	0	266
267	1	264
264	0	267
268	1	263
263	0	268
268	0	269
269	1	268
268	0	270
270	1	268
268	0	271
271	1	268
269	1	268
268	0	269
270	1	268
268	0	270
271	1	268
268	0	271
272	1	263
263	0	272
272	0	273
273	1	272
272	0	274
274	1	272
272	0	275
275	1	272
273	1	272
272	0	273
274	1	272
272	0	274
275	1	272
272	0	275
276	1	263
263	0	276
276	0	277
277	1	276
276	0	278
278	1	276
276	0	279
279	1	276
277	1	276
276	0	277
278	1	276
276	0	278
279	1	276
276	0	279
280	1	262
262	0	280
280	0	281
281	1	280
280	0	285
285	1	280
280	0	289
289	1	280
280	0	293
293	1	280
281	1	280
280	0	281
281	0	282
282	1	281
281	0	283
283	1	281
281	0	284
284	1	281
282	1	281
281	0	282
283	1	281
281	0	283
284	1	281
281	0	284
285	1	280
280	0	285
285	0	286
286	1	285
285	0	287
287	1	285
285	0	288
288	1	285
286	1	285
285	0	286
287	1	285
285	0	287
288	1	285
285	0	288
289	1	280
280	0	289
289	0	290
290	1	289
289	0	291
291	1	289
289	0	292
292	1	289
290	1	289
289	0	290
291	1	289
289	0	291
292	1	289
289	0	292
293	1	280
280	0	293
293	0	294
294	1	293
293	0	295
295	1	293
293	0	296
296	1	293
294	1	293
293	0	294
295	1	293
293	0	295
296	1	293
293	0	296
297	1	262
262	0	297
297	0	298
298	1	297
297	0	302
302	1	297
297	0	306
306	1	297
297	0	310
310	1	297
298	1	297
297	0	298
298	0	299
299	1	298
298	0	300
300	1	298
298	0	301
301	1	298
299	1	298
298	0	299
300	1	298
298	0	300
301	1	298
298	0	301
302	1	297
297	0	302
302	0	303
303	1	302
302	0	304
304	1	302
302	0	305
305	1	302
303	1	302
302	0	303
304	1	302
302	0	304
305	1	302
302	0	305
306	1	297
297	0	306
306	0	307
307	1	306
306	0	308
308	1	306
306	0	309
309	1	306
307	1	306
306	0	307
308	1	306
306	0	308
309	1	306
306	0	309
310	1	297
297	0	310
310	0	311
311	1	310
310	0	312
312	1	310
310	0	313
313	1	310
311	1	310
310	0	311
312	1	310
310	0	312
313	1	310
310	0	313
